-----------------------Date: 2021/05/01 01:29:50-----------------------
[epoch:   1/1000, ite: 365, mixed ratio: 0.000000] train loss: 0.211765, unknown loss: 0.032143, tar: 0.010853 
[epoch:  39/1000, ite: 365, mixed ratio: 0.000000] train loss: 0.078454, unknown loss: 0.010001, tar: 0.002724 
[epoch:  40/1000, ite: 365, mixed ratio: 0.000000] train loss: 0.080081, unknown loss: 0.010290, tar: 0.002862 
[epoch:  41/1000, ite: 365, mixed ratio: 0.000000] train loss: 0.076342, unknown loss: 0.009578, tar: 0.002667 
[epoch:  42/1000, ite: 365, mixed ratio: 0.000000] train loss: 0.078799, unknown loss: 0.009670, tar: 0.002975 
[epoch:  43/1000, ite: 365, mixed ratio: 0.000000] train loss: 0.097544, unknown loss: 0.012658, tar: 0.004074 
[epoch:  44/1000, ite: 365, mixed ratio: 0.000000] train loss: 0.077316, unknown loss: 0.009620, tar: 0.002683 
[epoch:  45/1000, ite: 365, mixed ratio: 0.000000] train loss: 0.074739, unknown loss: 0.009126, tar: 0.002590 
[epoch:  46/1000, ite: 365, mixed ratio: 0.000000] train loss: 0.074920, unknown loss: 0.009371, tar: 0.002548 
[epoch:  47/1000, ite: 365, mixed ratio: 0.000000] train loss: 0.075810, unknown loss: 0.009405, tar: 0.002618 
[epoch:  48/1000, ite: 365, mixed ratio: 0.000000] train loss: 0.075210, unknown loss: 0.009439, tar: 0.002574 
[epoch:  49/1000, ite: 365, mixed ratio: 0.000000] train loss: 0.076611, unknown loss: 0.009700, tar: 0.002623 
[epoch:  50/1000, ite: 365, mixed ratio: 0.000000] train loss: 0.072889, unknown loss: 0.008910, tar: 0.002476 
[epoch:  51/1000, ite: 365, mixed ratio: 0.100000] train loss: 0.172480, unknown loss: 0.021172, tar: 0.010687 
[epoch:  52/1000, ite: 365, mixed ratio: 0.100000] train loss: 0.111402, unknown loss: 0.014206, tar: 0.004868 
[epoch:  53/1000, ite: 365, mixed ratio: 0.100000] train loss: 0.101399, unknown loss: 0.012891, tar: 0.004272 
[epoch:  54/1000, ite: 365, mixed ratio: 0.100000] train loss: 0.116896, unknown loss: 0.014676, tar: 0.005426 
[epoch:  55/1000, ite: 365, mixed ratio: 0.100000] train loss: 0.103043, unknown loss: 0.012832, tar: 0.004448 
[epoch:  56/1000, ite: 365, mixed ratio: 0.100000] train loss: 0.103788, unknown loss: 0.012754, tar: 0.004663 
[epoch:  57/1000, ite: 365, mixed ratio: 0.100000] train loss: 0.115893, unknown loss: 0.013916, tar: 0.005626 
[epoch:  58/1000, ite: 365, mixed ratio: 0.100000] train loss: 0.091190, unknown loss: 0.011418, tar: 0.003466 
[epoch:  59/1000, ite: 365, mixed ratio: 0.100000] train loss: 0.110444, unknown loss: 0.012681, tar: 0.005477 
[epoch:  60/1000, ite: 365, mixed ratio: 0.100000] train loss: 0.096209, unknown loss: 0.011870, tar: 0.003966 
[epoch:  61/1000, ite: 365, mixed ratio: 0.100000] train loss: 0.090224, unknown loss: 0.011144, tar: 0.003498 
[epoch:  62/1000, ite: 365, mixed ratio: 0.100000] train loss: 0.089560, unknown loss: 0.011075, tar: 0.003505 
[epoch:  63/1000, ite: 365, mixed ratio: 0.100000] train loss: 0.091551, unknown loss: 0.011511, tar: 0.003643 
[epoch:  64/1000, ite: 365, mixed ratio: 0.100000] train loss: 0.092434, unknown loss: 0.011358, tar: 0.003736 
[epoch:  65/1000, ite: 365, mixed ratio: 0.100000] train loss: 0.084650, unknown loss: 0.010522, tar: 0.003090 
[epoch:  66/1000, ite: 365, mixed ratio: 0.100000] train loss: 0.085509, unknown loss: 0.010747, tar: 0.003112 
[epoch:  67/1000, ite: 365, mixed ratio: 0.100000] train loss: 0.099183, unknown loss: 0.012226, tar: 0.004208 
[epoch:  68/1000, ite: 365, mixed ratio: 0.100000] train loss: 0.087586, unknown loss: 0.010913, tar: 0.003267 
[epoch:  69/1000, ite: 365, mixed ratio: 0.100000] train loss: 0.091145, unknown loss: 0.011428, tar: 0.003505 
[epoch:  70/1000, ite: 365, mixed ratio: 0.100000] train loss: 0.091654, unknown loss: 0.011515, tar: 0.003575 
[epoch:  71/1000, ite: 365, mixed ratio: 0.100000] train loss: 0.103634, unknown loss: 0.012629, tar: 0.004581 
[epoch:  72/1000, ite: 365, mixed ratio: 0.100000] train loss: 0.091176, unknown loss: 0.010791, tar: 0.003721 
[epoch:  73/1000, ite: 365, mixed ratio: 0.100000] train loss: 0.088947, unknown loss: 0.010860, tar: 0.003512 
[epoch:  74/1000, ite: 365, mixed ratio: 0.100000] train loss: 0.088225, unknown loss: 0.010954, tar: 0.003413 
[epoch:  75/1000, ite: 365, mixed ratio: 0.100000] train loss: 0.097616, unknown loss: 0.012342, tar: 0.004021 
[epoch:  76/1000, ite: 365, mixed ratio: 0.100000] train loss: 0.082082, unknown loss: 0.010239, tar: 0.002844 
[epoch:  77/1000, ite: 365, mixed ratio: 0.100000] train loss: 0.086107, unknown loss: 0.010823, tar: 0.003142 
[epoch:  78/1000, ite: 365, mixed ratio: 0.100000] train loss: 0.095489, unknown loss: 0.011593, tar: 0.003960 
[epoch:  79/1000, ite: 365, mixed ratio: 0.100000] train loss: 0.090859, unknown loss: 0.011136, tar: 0.003549 
[epoch:  80/1000, ite: 365, mixed ratio: 0.100000] train loss: 0.091519, unknown loss: 0.011279, tar: 0.003586 
[epoch:  81/1000, ite: 365, mixed ratio: 0.100000] train loss: 0.084659, unknown loss: 0.010361, tar: 0.003134 
[epoch:  82/1000, ite: 365, mixed ratio: 0.100000] train loss: 0.086185, unknown loss: 0.010818, tar: 0.003170 
[epoch:  83/1000, ite: 365, mixed ratio: 0.100000] train loss: 0.086522, unknown loss: 0.010618, tar: 0.003303 
[epoch:  84/1000, ite: 365, mixed ratio: 0.100000] train loss: 0.078963, unknown loss: 0.009673, tar: 0.002729 
[epoch:  85/1000, ite: 365, mixed ratio: 0.100000] train loss: 0.087015, unknown loss: 0.010691, tar: 0.003253 
[epoch:  86/1000, ite: 365, mixed ratio: 0.100000] train loss: 0.081061, unknown loss: 0.010056, tar: 0.002842 
[epoch:  87/1000, ite: 365, mixed ratio: 0.100000] train loss: 0.088408, unknown loss: 0.010447, tar: 0.003482 
[epoch:  88/1000, ite: 365, mixed ratio: 0.100000] train loss: 0.096486, unknown loss: 0.012046, tar: 0.004021 
[epoch:  89/1000, ite: 365, mixed ratio: 0.100000] train loss: 0.090551, unknown loss: 0.011085, tar: 0.003536 
[epoch:  90/1000, ite: 365, mixed ratio: 0.100000] train loss: 0.093374, unknown loss: 0.011170, tar: 0.003955 
[epoch:  91/1000, ite: 365, mixed ratio: 0.100000] train loss: 0.081020, unknown loss: 0.009604, tar: 0.002956 
[epoch:  92/1000, ite: 365, mixed ratio: 0.100000] train loss: 0.079395, unknown loss: 0.009811, tar: 0.002750 
[epoch:  93/1000, ite: 365, mixed ratio: 0.100000] train loss: 0.090054, unknown loss: 0.010671, tar: 0.003588 
[epoch:  94/1000, ite: 365, mixed ratio: 0.100000] train loss: 0.079214, unknown loss: 0.009314, tar: 0.002856 
[epoch:  95/1000, ite: 365, mixed ratio: 0.100000] train loss: 0.083047, unknown loss: 0.009708, tar: 0.003177 
[epoch:  96/1000, ite: 365, mixed ratio: 0.100000] train loss: 0.094828, unknown loss: 0.011388, tar: 0.003992 
[epoch:  97/1000, ite: 365, mixed ratio: 0.100000] train loss: 0.081821, unknown loss: 0.009954, tar: 0.002950 
[epoch:  98/1000, ite: 365, mixed ratio: 0.100000] train loss: 0.082242, unknown loss: 0.009948, tar: 0.002912 
[epoch:  99/1000, ite: 365, mixed ratio: 0.100000] train loss: 0.076885, unknown loss: 0.009300, tar: 0.002619 
[epoch: 100/1000, ite: 365, mixed ratio: 0.100000] train loss: 0.079526, unknown loss: 0.009591, tar: 0.002841 
[epoch: 101/1000, ite: 365, mixed ratio: 0.200000] train loss: 0.123308, unknown loss: 0.015025, tar: 0.006157 
[epoch: 102/1000, ite: 365, mixed ratio: 0.200000] train loss: 0.108913, unknown loss: 0.013086, tar: 0.005085 
[epoch: 103/1000, ite: 365, mixed ratio: 0.200000] train loss: 0.095471, unknown loss: 0.011614, tar: 0.003912 
[epoch: 104/1000, ite: 365, mixed ratio: 0.200000] train loss: 0.089336, unknown loss: 0.011064, tar: 0.003391 
[epoch: 105/1000, ite: 365, mixed ratio: 0.200000] train loss: 0.095115, unknown loss: 0.011476, tar: 0.004096 
[epoch: 106/1000, ite: 365, mixed ratio: 0.200000] train loss: 0.091459, unknown loss: 0.011498, tar: 0.003564 
[epoch: 107/1000, ite: 365, mixed ratio: 0.200000] train loss: 0.101261, unknown loss: 0.012416, tar: 0.004417 
[epoch: 108/1000, ite: 365, mixed ratio: 0.200000] train loss: 0.088176, unknown loss: 0.010874, tar: 0.003403 
[epoch: 109/1000, ite: 365, mixed ratio: 0.200000] train loss: 0.089516, unknown loss: 0.011018, tar: 0.003572 
[epoch: 110/1000, ite: 365, mixed ratio: 0.200000] train loss: 0.093019, unknown loss: 0.010848, tar: 0.003931 
[epoch: 111/1000, ite: 365, mixed ratio: 0.200000] train loss: 0.084687, unknown loss: 0.010560, tar: 0.003093 
[epoch: 112/1000, ite: 365, mixed ratio: 0.200000] train loss: 0.090979, unknown loss: 0.011315, tar: 0.003644 
[epoch: 113/1000, ite: 365, mixed ratio: 0.200000] train loss: 0.087781, unknown loss: 0.011049, tar: 0.003331 
[epoch: 114/1000, ite: 365, mixed ratio: 0.200000] train loss: 0.104757, unknown loss: 0.012763, tar: 0.005026 
[epoch: 115/1000, ite: 365, mixed ratio: 0.200000] train loss: 0.090984, unknown loss: 0.011074, tar: 0.003576 
[epoch: 116/1000, ite: 365, mixed ratio: 0.200000] train loss: 0.090621, unknown loss: 0.010998, tar: 0.003684 
[epoch: 117/1000, ite: 365, mixed ratio: 0.200000] train loss: 0.082596, unknown loss: 0.009994, tar: 0.003003 
[epoch: 118/1000, ite: 365, mixed ratio: 0.200000] train loss: 0.088434, unknown loss: 0.010213, tar: 0.003732 
[epoch: 119/1000, ite: 365, mixed ratio: 0.200000] train loss: 0.082213, unknown loss: 0.010167, tar: 0.003003 
[epoch: 120/1000, ite: 365, mixed ratio: 0.200000] train loss: 0.082978, unknown loss: 0.010027, tar: 0.003135 
[epoch: 121/1000, ite: 365, mixed ratio: 0.200000] train loss: 0.091682, unknown loss: 0.011395, tar: 0.003563 
[epoch: 122/1000, ite: 365, mixed ratio: 0.200000] train loss: 0.082244, unknown loss: 0.010047, tar: 0.002970 
[epoch: 123/1000, ite: 365, mixed ratio: 0.200000] train loss: 0.082689, unknown loss: 0.010237, tar: 0.002951 
[epoch: 124/1000, ite: 365, mixed ratio: 0.200000] train loss: 0.081895, unknown loss: 0.010094, tar: 0.002953 
[epoch: 125/1000, ite: 365, mixed ratio: 0.200000] train loss: 0.092091, unknown loss: 0.011290, tar: 0.003825 
[epoch: 126/1000, ite: 365, mixed ratio: 0.200000] train loss: 0.089322, unknown loss: 0.010781, tar: 0.003566 
[epoch: 127/1000, ite: 365, mixed ratio: 0.200000] train loss: 0.085408, unknown loss: 0.010264, tar: 0.003346 
[epoch: 128/1000, ite: 365, mixed ratio: 0.200000] train loss: 0.082918, unknown loss: 0.010130, tar: 0.003028 
[epoch: 129/1000, ite: 365, mixed ratio: 0.200000] train loss: 0.080838, unknown loss: 0.010014, tar: 0.002882 
[epoch: 130/1000, ite: 365, mixed ratio: 0.200000] train loss: 0.080414, unknown loss: 0.009907, tar: 0.002842 
[epoch: 131/1000, ite: 365, mixed ratio: 0.200000] train loss: 0.089016, unknown loss: 0.010976, tar: 0.003551 
[epoch: 132/1000, ite: 365, mixed ratio: 0.200000] train loss: 0.084451, unknown loss: 0.010373, tar: 0.003156 
[epoch: 133/1000, ite: 365, mixed ratio: 0.200000] train loss: 0.084208, unknown loss: 0.010071, tar: 0.003115 
[epoch: 134/1000, ite: 365, mixed ratio: 0.200000] train loss: 0.093138, unknown loss: 0.011285, tar: 0.003837 
[epoch: 135/1000, ite: 365, mixed ratio: 0.200000] train loss: 0.087289, unknown loss: 0.010295, tar: 0.003417 
[epoch: 136/1000, ite: 365, mixed ratio: 0.200000] train loss: 0.079789, unknown loss: 0.009536, tar: 0.002823 
[epoch: 137/1000, ite: 365, mixed ratio: 0.200000] train loss: 0.085936, unknown loss: 0.010509, tar: 0.003214 
[epoch: 138/1000, ite: 365, mixed ratio: 0.200000] train loss: 0.080133, unknown loss: 0.009666, tar: 0.002914 
[epoch: 139/1000, ite: 365, mixed ratio: 0.200000] train loss: 0.081398, unknown loss: 0.009830, tar: 0.002965 
[epoch: 140/1000, ite: 365, mixed ratio: 0.200000] train loss: 0.089855, unknown loss: 0.010834, tar: 0.003550 
[epoch: 141/1000, ite: 365, mixed ratio: 0.200000] train loss: 0.090047, unknown loss: 0.011305, tar: 0.003444 
[epoch: 142/1000, ite: 365, mixed ratio: 0.200000] train loss: 0.081100, unknown loss: 0.009664, tar: 0.002962 
[epoch: 143/1000, ite: 365, mixed ratio: 0.200000] train loss: 0.077997, unknown loss: 0.009169, tar: 0.002734 
[epoch: 144/1000, ite: 365, mixed ratio: 0.200000] train loss: 0.081999, unknown loss: 0.009909, tar: 0.003030 
[epoch: 145/1000, ite: 365, mixed ratio: 0.200000] train loss: 0.083177, unknown loss: 0.010119, tar: 0.003010 
[epoch: 146/1000, ite: 365, mixed ratio: 0.200000] train loss: 0.091636, unknown loss: 0.010930, tar: 0.003856 
[epoch: 147/1000, ite: 365, mixed ratio: 0.200000] train loss: 0.086928, unknown loss: 0.010404, tar: 0.003308 
[epoch: 148/1000, ite: 365, mixed ratio: 0.200000] train loss: 0.079746, unknown loss: 0.009504, tar: 0.002879 
[epoch: 149/1000, ite: 365, mixed ratio: 0.200000] train loss: 0.084912, unknown loss: 0.010193, tar: 0.003363 
[epoch: 150/1000, ite: 365, mixed ratio: 0.200000] train loss: 0.078333, unknown loss: 0.009450, tar: 0.002644 
[epoch: 151/1000, ite: 365, mixed ratio: 0.300000] train loss: 0.134870, unknown loss: 0.015902, tar: 0.007624 
[epoch: 152/1000, ite: 365, mixed ratio: 0.300000] train loss: 0.096278, unknown loss: 0.012031, tar: 0.003994 
[epoch: 153/1000, ite: 365, mixed ratio: 0.300000] train loss: 0.097941, unknown loss: 0.011955, tar: 0.004119 
[epoch: 154/1000, ite: 365, mixed ratio: 0.300000] train loss: 0.091571, unknown loss: 0.011326, tar: 0.003598 
[epoch: 155/1000, ite: 365, mixed ratio: 0.300000] train loss: 0.101600, unknown loss: 0.012328, tar: 0.004583 
[epoch: 156/1000, ite: 365, mixed ratio: 0.300000] train loss: 0.094883, unknown loss: 0.011530, tar: 0.003974 
[epoch: 157/1000, ite: 365, mixed ratio: 0.300000] train loss: 0.088260, unknown loss: 0.011114, tar: 0.003372 
[epoch: 158/1000, ite: 365, mixed ratio: 0.300000] train loss: 0.086067, unknown loss: 0.010891, tar: 0.003199 
[epoch: 159/1000, ite: 365, mixed ratio: 0.300000] train loss: 0.092402, unknown loss: 0.011629, tar: 0.003651 
[epoch: 160/1000, ite: 365, mixed ratio: 0.300000] train loss: 0.092248, unknown loss: 0.011643, tar: 0.003565 
[epoch: 161/1000, ite: 365, mixed ratio: 0.300000] train loss: 0.086280, unknown loss: 0.010766, tar: 0.003269 
[epoch: 162/1000, ite: 365, mixed ratio: 0.300000] train loss: 0.087386, unknown loss: 0.011118, tar: 0.003259 
[epoch: 163/1000, ite: 365, mixed ratio: 0.300000] train loss: 0.089401, unknown loss: 0.011405, tar: 0.003450 
[epoch: 164/1000, ite: 365, mixed ratio: 0.300000] train loss: 0.096870, unknown loss: 0.011721, tar: 0.004019 
[epoch: 165/1000, ite: 365, mixed ratio: 0.300000] train loss: 0.094673, unknown loss: 0.011957, tar: 0.003760 
[epoch: 166/1000, ite: 365, mixed ratio: 0.300000] train loss: 0.102657, unknown loss: 0.012791, tar: 0.004391 
[epoch: 167/1000, ite: 365, mixed ratio: 0.300000] train loss: 0.096779, unknown loss: 0.012083, tar: 0.003976 
[epoch: 168/1000, ite: 365, mixed ratio: 0.300000] train loss: 0.088984, unknown loss: 0.011374, tar: 0.003322 
[epoch: 169/1000, ite: 365, mixed ratio: 0.300000] train loss: 0.085633, unknown loss: 0.010757, tar: 0.003177 
[epoch: 170/1000, ite: 365, mixed ratio: 0.300000] train loss: 0.085030, unknown loss: 0.010668, tar: 0.003136 
[epoch: 171/1000, ite: 365, mixed ratio: 0.300000] train loss: 0.081939, unknown loss: 0.010180, tar: 0.002958 
[epoch: 172/1000, ite: 365, mixed ratio: 0.300000] train loss: 0.093463, unknown loss: 0.011691, tar: 0.003870 
[epoch: 173/1000, ite: 365, mixed ratio: 0.300000] train loss: 0.094342, unknown loss: 0.011579, tar: 0.004005 
[epoch: 174/1000, ite: 365, mixed ratio: 0.300000] train loss: 0.087175, unknown loss: 0.010999, tar: 0.003297 
[epoch: 175/1000, ite: 365, mixed ratio: 0.300000] train loss: 0.084600, unknown loss: 0.010412, tar: 0.003132 
[epoch: 176/1000, ite: 365, mixed ratio: 0.300000] train loss: 0.081962, unknown loss: 0.010251, tar: 0.002896 
[epoch: 177/1000, ite: 365, mixed ratio: 0.300000] train loss: 0.082400, unknown loss: 0.010210, tar: 0.002931 
[epoch: 178/1000, ite: 365, mixed ratio: 0.300000] train loss: 0.086397, unknown loss: 0.010637, tar: 0.003413 
[epoch: 179/1000, ite: 365, mixed ratio: 0.300000] train loss: 0.080272, unknown loss: 0.010024, tar: 0.002800 
[epoch: 180/1000, ite: 365, mixed ratio: 0.300000] train loss: 0.102604, unknown loss: 0.013009, tar: 0.004471 
[epoch: 181/1000, ite: 365, mixed ratio: 0.300000] train loss: 0.093627, unknown loss: 0.011226, tar: 0.003977 
[epoch: 182/1000, ite: 365, mixed ratio: 0.300000] train loss: 0.082805, unknown loss: 0.010182, tar: 0.003023 
[epoch: 183/1000, ite: 365, mixed ratio: 0.300000] train loss: 0.083837, unknown loss: 0.010603, tar: 0.003027 
[epoch: 184/1000, ite: 365, mixed ratio: 0.300000] train loss: 0.084151, unknown loss: 0.010634, tar: 0.003076 
[epoch: 185/1000, ite: 365, mixed ratio: 0.300000] train loss: 0.093223, unknown loss: 0.011636, tar: 0.003751 
[epoch: 186/1000, ite: 365, mixed ratio: 0.300000] train loss: 0.086141, unknown loss: 0.010670, tar: 0.003293 
[epoch: 187/1000, ite: 365, mixed ratio: 0.300000] train loss: 0.082205, unknown loss: 0.010322, tar: 0.002928 
[epoch: 188/1000, ite: 365, mixed ratio: 0.300000] train loss: 0.089789, unknown loss: 0.010889, tar: 0.003609 
[epoch: 189/1000, ite: 365, mixed ratio: 0.300000] train loss: 0.084989, unknown loss: 0.010725, tar: 0.003076 
[epoch: 190/1000, ite: 365, mixed ratio: 0.300000] train loss: 0.090159, unknown loss: 0.010935, tar: 0.003839 
[epoch: 191/1000, ite: 365, mixed ratio: 0.300000] train loss: 0.083152, unknown loss: 0.010231, tar: 0.003013 
[epoch: 192/1000, ite: 365, mixed ratio: 0.300000] train loss: 0.084900, unknown loss: 0.010396, tar: 0.003278 
[epoch: 193/1000, ite: 365, mixed ratio: 0.300000] train loss: 0.088887, unknown loss: 0.011154, tar: 0.003438 
[epoch: 194/1000, ite: 365, mixed ratio: 0.300000] train loss: 0.083067, unknown loss: 0.010184, tar: 0.003120 
[epoch: 195/1000, ite: 365, mixed ratio: 0.300000] train loss: 0.087114, unknown loss: 0.010756, tar: 0.003409 
[epoch: 196/1000, ite: 365, mixed ratio: 0.300000] train loss: 0.088355, unknown loss: 0.011088, tar: 0.003450 
[epoch: 197/1000, ite: 365, mixed ratio: 0.300000] train loss: 0.092057, unknown loss: 0.011080, tar: 0.003959 
[epoch: 198/1000, ite: 365, mixed ratio: 0.300000] train loss: 0.099435, unknown loss: 0.011805, tar: 0.004317 
[epoch: 199/1000, ite: 365, mixed ratio: 0.300000] train loss: 0.083896, unknown loss: 0.010554, tar: 0.002987 
[epoch: 200/1000, ite: 365, mixed ratio: 0.300000] train loss: 0.077871, unknown loss: 0.009439, tar: 0.002677 
[epoch: 201/1000, ite: 365, mixed ratio: 0.400000] train loss: 0.095842, unknown loss: 0.012278, tar: 0.003953 
[epoch: 202/1000, ite: 365, mixed ratio: 0.400000] train loss: 0.100640, unknown loss: 0.012720, tar: 0.004443 
[epoch: 203/1000, ite: 365, mixed ratio: 0.400000] train loss: 0.092917, unknown loss: 0.011823, tar: 0.003725 
[epoch: 204/1000, ite: 365, mixed ratio: 0.400000] train loss: 0.093547, unknown loss: 0.011980, tar: 0.003717 
[epoch: 205/1000, ite: 365, mixed ratio: 0.400000] train loss: 0.087662, unknown loss: 0.011250, tar: 0.003297 
[epoch: 206/1000, ite: 365, mixed ratio: 0.400000] train loss: 0.091796, unknown loss: 0.011714, tar: 0.003643 
[epoch: 207/1000, ite: 365, mixed ratio: 0.400000] train loss: 0.106795, unknown loss: 0.013399, tar: 0.004807 
[epoch: 208/1000, ite: 365, mixed ratio: 0.400000] train loss: 0.088989, unknown loss: 0.011194, tar: 0.003340 
[epoch: 209/1000, ite: 365, mixed ratio: 0.400000] train loss: 0.085531, unknown loss: 0.010934, tar: 0.003134 
[epoch: 210/1000, ite: 365, mixed ratio: 0.400000] train loss: 0.100740, unknown loss: 0.012664, tar: 0.004440 
[epoch: 211/1000, ite: 365, mixed ratio: 0.400000] train loss: 0.091116, unknown loss: 0.011386, tar: 0.003594 
[epoch: 212/1000, ite: 365, mixed ratio: 0.400000] train loss: 0.084280, unknown loss: 0.010677, tar: 0.003115 
[epoch: 213/1000, ite: 365, mixed ratio: 0.400000] train loss: 0.087634, unknown loss: 0.011333, tar: 0.003298 
[epoch: 214/1000, ite: 365, mixed ratio: 0.400000] train loss: 0.087646, unknown loss: 0.011175, tar: 0.003310 
[epoch: 215/1000, ite: 365, mixed ratio: 0.400000] train loss: 0.086187, unknown loss: 0.011122, tar: 0.003173 
[epoch: 216/1000, ite: 365, mixed ratio: 0.400000] train loss: 0.090742, unknown loss: 0.011691, tar: 0.003523 
[epoch: 217/1000, ite: 365, mixed ratio: 0.400000] train loss: 0.091746, unknown loss: 0.011597, tar: 0.003614 
[epoch: 218/1000, ite: 365, mixed ratio: 0.400000] train loss: 0.086875, unknown loss: 0.011104, tar: 0.003204 
[epoch: 219/1000, ite: 365, mixed ratio: 0.400000] train loss: 0.091260, unknown loss: 0.011573, tar: 0.003651 
[epoch: 220/1000, ite: 365, mixed ratio: 0.400000] train loss: 0.084579, unknown loss: 0.010553, tar: 0.003171 
[epoch: 221/1000, ite: 365, mixed ratio: 0.400000] train loss: 0.084054, unknown loss: 0.010739, tar: 0.003032 
[epoch: 222/1000, ite: 365, mixed ratio: 0.400000] train loss: 0.083427, unknown loss: 0.010665, tar: 0.003049 
[epoch: 223/1000, ite: 365, mixed ratio: 0.400000] train loss: 0.088590, unknown loss: 0.011479, tar: 0.003336 
